best_of,match_importance,rank_diff,points_diff,age_diff,win_loss,ace_diff,df_diff,bp_diff,h2h_diff,player_elo_before,opponent_elo_before,surface_elo_diff
3,24,15.0,5.8889,-0.8,0,-2.0,1.67,-5.0,0,1504.59117,1502.6462,1.94497
3,48,17.0,8.3033,-4.2,1,1.0,2.5,-3.75,0,1496.44444,1503.84461,-7.40017
3,48,-17.0,-8.3033,4.2,0,-1.0,-2.5,3.75,0,1503.84461,1496.44444,7.40017
3,24,16.0,5.5797,1.5,1,-0.83,1.33,0.17,0,1503.80952,1504.57143,-0.76191
3,24,-16.0,-5.5797,-1.5,0,0.83,-1.33,-0.17,0,1504.57143,1503.80952,0.76191
3,24,29.0,6.2766,-10.5,1,-1.25,0.67,1.75,0,1505.36062,1504.63722,0.7234
3,24,-29.0,-6.2766,10.5,0,1.25,-0.67,-1.75,0,1504.63722,1505.36062,-0.7234
3,60,-5.0,-6.3733,-3.5,1,3.2,1.4,0.53,0,1509.0493,1521.21681,-12.16751
3,60,5.0,6.3733,3.5,0,-3.2,-1.4,-0.53,0,1521.21681,1509.0493,12.16751
3,60,15.0,7.2937,5.7,1,-8.1,4.2,2.9,0,1521.32731,1505.32776,15.99955
3,60,-15.0,-7.2937,-5.7,0,8.1,-4.2,-2.9,0,1505.32776,1521.32731,-15.99955
3,30,-33.0,-5.7652,-2.8,1,-1.75,2.75,-2.5,0,1509.11164,1509.10331,0.00833
3,30,33.0,5.7652,2.8,0,1.75,-2.75,2.5,0,1509.10331,1509.11164,-0.00833
3,60,-42.0,-6.9266,-1.4,1,-2.66,0.16,-3.0,0,1507.45462,1527.97038,-20.51576
3,60,42.0,6.9266,1.4,0,2.66,-0.16,3.0,0,1527.97038,1507.45462,20.51576
3,30,-8.0,-5.4337,0.0,1,-3.0,20.25,-7.25,0,1509.13539,1505.36852,3.76687
3,30,8.0,5.4337,-0.0,0,3.0,-20.25,7.25,0,1505.36852,1509.13539,-3.76687
