tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,opponent_id,opponent_seed,opponent_entry,opponent_name,opponent_hand,opponent_ht,opponent_ioc,opponent_age,opponent_rank,opponent_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-9410,Almaty,Hard,28,A,20251013,12,206681,,,Fabian Marozsan,R,193,HUN,26.015,52,1040,208134,,,Luca Nardi,R,185,ITA,22.188,83,747,7-6(3) 6-3,3,R32,80,8,1,60,47,35,8,10,1,2,6,4,69,39,25,16,11,3,6
2025-9410,Almaty,Hard,28,A,20251013,13,105526,,,Jan-Lennard Struff,R,193,GER,35.469,98,648,111575,1,,Karen Khachanov,R,198,RUS,29.396,10,3190,4-6 7-6(5) 6-3,3,R16,139,12,3,108,71,55,18,15,6,7,13,2,107,69,53,20,16,7,9
2025-9410,Almaty,Hard,28,A,20251013,14,106421,2,,Daniil Medvedev,R,198,RUS,29.67,14,2610,200443,,,Adam Walton,R,183,AUS,26.491,76,796,7-5 7-6(0),3,R16,104,13,7,90,59,46,15,12,5,6,6,1,69,47,35,10,12,4,6
2025-9410,Almaty,Hard,28,A,20251013,15,208278,,,Shintaro Mochizuki,R,175,JPN,22.366,102,636,209260,4,,Luciano Darderi,R,183,ITA,23.661,26,1649,6-3 6-3,3,R16,64,9,1,45,23,19,14,9,0,1,6,4,61,41,23,11,9,1,5
2025-9410,Almaty,Hard,28,A,20251013,16,210506,6,,Alex Michelsen,R,193,USA,21.133,36,1365,126846,,,Aleksandar Vukic,R,188,AUS,29.52,84,733,6-3 6-2,3,R16,59,3,2,47,34,28,8,9,0,0,3,2,51,30,20,9,8,3,6
2025-9410,Almaty,Hard,28,A,20251013,17,207925,3,,Flavio Cobolli,R,183,ITA,23.439,22,1950,208014,,,Rinky Hijikata,R,178,AUS,24.635,114,558,6-4 7-5,3,R16,78,9,1,58,41,32,9,11,0,1,4,3,66,39,28,11,11,2,5
2025-9410,Almaty,Hard,28,A,20251013,18,206681,,,Fabian Marozsan,R,193,HUN,26.015,52,1040,206909,5,,Brandon Nakashima,R,188,USA,24.194,34,1430,7-6(5) 6-1,3,R16,79,5,0,59,43,32,12,10,0,0,4,0,61,47,33,5,9,3,5
2025-9410,Almaty,Hard,28,A,20251013,19,105902,,,James Duckworth,R,183,AUS,33.728,138,465,209113,7,,Gabriel Diallo,R,203,CAN,24.052,35,1368,7-6(3) 6-7(3) 6-4,3,R16,150,10,5,95,64,60,15,17,0,0,22,2,115,94,70,10,17,7,8
2025-9410,Almaty,Hard,28,A,20251013,20,144895,8,,Corentin Moutet,L,180,FRA,26.486,41,1243,207686,,,Alexander Shevchenko,R,188,KAZ,24.871,91,687,7-5 6-3,3,R16,106,4,0,69,49,28,15,11,4,6,7,3,73,51,33,6,10,6,10
2025-9410,Almaty,Hard,28,A,20251013,21,106421,2,,Daniil Medvedev,R,198,RUS,29.67,14,2610,206681,,,Fabian Marozsan,R,193,HUN,26.015,52,1040,7-5 6-2,3,QF,66,9,2,59,48,38,7,10,3,3,2,1,53,39,25,7,10,1,4
2025-9410,Almaty,Hard,28,A,20251013,22,105902,,,James Duckworth,R,183,AUS,33.728,138,465,207925,3,,Flavio Cobolli,R,183,ITA,23.439,22,1950,6-3 6-2,3,QF,91,2,1,55,26,23,19,9,5,5,5,6,85,42,29,16,8,10,13
2025-9410,Almaty,Hard,28,A,20251013,23,210506,6,,Alex Michelsen,R,193,USA,21.133,36,1365,208278,,,Shintaro Mochizuki,R,175,JPN,22.366,102,636,6-3 3-6 6-2,3,QF,124,12,2,101,69,49,11,13,6,9,4,7,92,44,32,17,13,9,14
2025-9410,Almaty,Hard,28,A,20251013,24,144895,8,,Corentin Moutet,L,180,FRA,26.486,41,1243,105526,,,Jan-Lennard Struff,R,193,GER,35.469,98,648,6-4 7-5,3,QF,110,4,4,80,46,31,16,11,15,18,3,3,64,39,24,12,11,1,6
2025-9410,Almaty,Hard,28,A,20251013,25,106421,2,,Daniil Medvedev,R,198,RUS,29.67,14,2610,105902,,,James Duckworth,R,183,AUS,33.728,138,465,6-7(8) 6-3 6-2,3,SF,132,15,8,94,55,47,22,15,1,1,12,0,100,57,43,18,14,6,9
2025-9410,Almaty,Hard,28,A,20251013,26,144895,8,,Corentin Moutet,L,180,FRA,26.486,41,1243,210506,6,,Alex Michelsen,R,193,USA,21.133,36,1365,7-5 6-4,3,SF,132,1,0,98,69,40,16,11,6,8,2,0,69,52,33,5,11,7,11
2025-9410,Almaty,Hard,28,A,20251013,27,106421,2,,Daniil Medvedev,R,198,RUS,29.67,14,2610,144895,8,,Corentin Moutet,L,180,FRA,26.486,41,1243,7-5 4-6 6-3,3,F,156,8,5,94,65,45,14,16,2,5,1,0,96,70,44,13,15,5,9
2025-328,Basel,Hard,32,A,20251020,1,126203,1,,Taylor Fritz,R,196,USA,27.978,4,4645,200473,,,Valentin Vacherot,R,193,MON,26.927,39,1283,4-6 7-6(4) 7-5,3,R32,156,21,6,116,69,49,24,17,7,11,12,7,111,69,52,17,17,6,10
2025-328,Basel,Hard,32,A,20251020,2,134770,4,,Casper Ruud,R,183,NOR,26.828,11,3145,111460,,,Quentin Halys,R,191,FRA,28.983,78,774,6-1 7-6(3),3,R32,75,10,0,57,41,32,10,10,0,1,10,1,58,36,25,10,9,2,5
2025-328,Basel,Hard,32,A,20251020,3,200000,5,,Felix Auger-Aliassime,R,193,CAN,25.199,12,3145,209113,,,Gabriel Diallo,R,203,CAN,24.071,41,1228,6-2 7-5,3,R32,110,8,4,64,50,37,7,10,3,4,8,6,89,60,39,8,10,8,12
2025-328,Basel,Hard,32,A,20251020,4,122298,,,Botic van de Zandschulp,R,191,NED,30.045,82,752,208103,6,,Jiri Lehecka,R,185,CZE,23.948,17,2415,6-2 6-2,3,R32,83,4,2,62,40,24,8,8,6,10,7,3,58,31,25,15,8,5,5
2025-328,Basel,Hard,32,A,20251020,5,200005,,,Ugo Humbert,L,188,FRA,27.318,24,1880,200624,,,Sebastian Korda,R,196,USA,25.292,56,960,6-3 6-4,3,R32,70,6,0,54,42,34,7,10,3,4,5,1,48,32,21,8,9,5,8
2025-328,Basel,Hard,32,A,20251020,6,210097,2,,Ben Shelton,L,193,USA,23.031,6,4100,111794,,,Kamil Majchrzak,R,183,POL,29.769,70,836,6-7(2) 6-3 7-6(7),3,R32,164,13,0,114,83,64,13,16,4,4,12,2,113,78,58,19,17,4,6
2025-328,Basel,Hard,32,A,20251020,7,133430,9,,Denis Shapovalov,L,185,CAN,26.516,23,1928,106218,,,Marcos Giron,R,180,USA,32.241,57,925,6-7(3) 6-0 7-6(4),3,R32,135,13,5,102,66,47,20,15,5,7,3,0,94,64,41,16,15,3,8
2025-328,Basel,Hard,32,A,20251020,8,105227,,,Marin Cilic,R,198,CRO,37.06,89,709,105676,,,David Goffin,R,180,BEL,34.869,104,609,7-6(9) 7-5,3,R32,108,10,2,72,43,37,20,12,0,0,15,0,72,49,41,11,12,0,1
2025-328,Basel,Hard,32,A,20251020,9,211663,,,Joao Fonseca,R,188,BRA,19.165,46,1129,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,22.286,33,1455,7-6(6) 6-3,3,R32,86,7,1,68,47,37,15,11,0,0,13,0,66,51,33,12,10,1,2
2025-328,Basel,Hard,32,A,20251020,10,124187,,,Reilly Opelka,R,211,USA,28.145,62,895,202104,,,Sebastian Baez,R,170,ARG,24.81,43,1155,6-3 6-4,3,R32,72,19,0,51,43,37,5,10,0,0,0,2,66,48,33,8,9,5,7
2025-328,Basel,Hard,32,A,20251020,11,R0EB,,,Valentin Royer,R,188,FRA,24.394,69,869,209920,,,Raphael Collignon,R,191,BEL,23.767,73,813,6-4 7-6(5),3,R32,92,3,3,78,54,39,13,11,1,2,7,4,58,45,37,6,11,1,3
2025-328,Basel,Hard,32,A,20251020,12,104527,,,Stan Wawrinka,R,183,SUI,40.564,158,372,200175,,,Miomir Kecmanovic,R,183,SRB,26.138,52,1041,6-1 7-6(3),3,R32,82,12,1,59,40,30,12,10,0,1,2,4,60,34,24,11,9,5,8
2025-328,Basel,Hard,32,A,20251020,13,210150,7,,Jakub Mensik,R,196,CZE,20.134,19,2265,B0TP,,,Henry Bernet,R,191,SUI,18.735,481,89,7-6(1) 6-7(7) 6-3,3,R32,149,18,8,109,62,51,31,17,2,2,8,4,105,59,44,28,16,5,6
2025-328,Basel,Hard,32,A,20251020,14,200221,8,,Alejandro Davidovich Fokina,R,180,ESP,26.376,18,2285,132283,,,Lorenzo Sonego,R,191,ITA,30.445,45,1130,7-6(2) 6-4,3,R32,122,4,6,72,43,34,16,11,1,2,10,0,82,55,37,13,11,6,8
2025-328,Basel,Hard,32,A,20251020,15,202385,,,Jenson Brooksby,R,193,USA,24.983,55,967,124186,,,Alexandre Muller,R,183,FRA,28.715,44,1153,6-4 6-3,3,R32,67,6,0,45,31,26,10,9,0,0,1,2,56,39,28,6,10,0,3
2025-328,Basel,Hard,32,A,20251020,16,144719,,,Jaume Munar,R,183,ESP,28.46,42,1208,200329,,,Remy Bertola,R,175,SUI,27.138,268,203,6-2 6-4,3,R32,75,5,4,56,40,32,8,9,1,1,3,3,54,29,19,13,9,1,4
2025-328,Basel,Hard,32,A,20251020,17,144719,,,Jaume Munar,R,183,ESP,28.46,42,1208,210097,2,,Ben Shelton,L,193,USA,23.031,6,4100,6-3 6-4,3,R16,77,10,0,53,38,33,8,10,1,1,6,0,60,49,30,8,9,5,7
2025-328,Basel,Hard,32,A,20251020,18,200000,5,,Felix Auger-Aliassime,R,193,CAN,25.199,12,3145,105227,,,Marin Cilic,R,198,CRO,37.06,89,709,7-6(2) 7-6(2),3,R16,107,28,1,68,50,48,8,12,0,0,7,2,75,43,37,15,12,2,2
2025-328,Basel,Hard,32,A,20251020,19,133430,9,,Denis Shapovalov,L,185,CAN,26.516,23,1928,R0EB,,,Valentin Royer,R,188,FRA,24.394,69,869,7-6(3) 6-2,3,R16,83,11,3,62,45,34,10,10,1,2,3,1,61,38,29,9,10,5,8
2025-328,Basel,Hard,32,A,20251020,20,200005,,,Ugo Humbert,L,188,FRA,27.318,24,1880,126203,1,,Taylor Fritz,R,196,USA,27.978,4,4645,6-3 6-4,3,R16,79,7,2,65,45,36,10,10,2,2,6,2,58,27,24,14,9,3,5
2025-328,Basel,Hard,32,A,20251020,21,134770,4,,Casper Ruud,R,183,NOR,26.828,11,3145,104527,,,Stan Wawrinka,R,183,SUI,40.564,158,372,6-4 7-6(5),3,R16,101,8,1,64,42,33,12,11,2,4,11,4,72,41,33,13,11,2,5
2025-328,Basel,Hard,32,A,20251020,22,124187,,,Reilly Opelka,R,211,USA,28.145,62,895,122298,,,Botic van de Zandschulp,R,191,NED,30.045,82,752,7-6(5) 6-7(7) 6-3,3,R16,160,29,2,114,80,67,21,17,3,3,17,8,112,67,57,26,16,4,5
2025-328,Basel,Hard,32,A,20251020,23,200221,8,,Alejandro Davidovich Fokina,R,180,ESP,26.376,18,2285,202385,,,Jenson Brooksby,R,193,USA,24.983,55,967,6-7(6) 6-4 7-5,3,R16,167,4,1,120,76,55,23,17,5,8,6,2,97,67,47,17,17,3,8
2025-328,Basel,Hard,32,A,20251020,24,211663,,,Joao Fonseca,R,188,BRA,19.165,46,1129,210150,7,,Jakub Mensik,R,196,CZE,20.134,19,2265,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2025-328,Basel,Hard,32,A,20251020,25,200221,8,,Alejandro Davidovich Fokina,R,180,ESP,26.376,18,2285,134770,4,,Casper Ruud,R,183,NOR,26.828,11,3145,7-6(1) RET,3,QF,57,2,0,34,26,21,6,6,0,0,2,0,51,35,23,9,6,7,7
2025-328,Basel,Hard,32,A,20251020,26,144719,,,Jaume Munar,R,183,ESP,28.46,42,1208,200000,5,,Felix Auger-Aliassime,R,193,CAN,25.199,12,3145,6-3 RET,3,QF,45,4,1,29,19,17,6,5,2,2,7,2,34,20,17,3,4,3,4
2025-328,Basel,Hard,32,A,20251020,27,211663,,,Joao Fonseca,R,188,BRA,19.165,46,1129,133430,9,,Denis Shapovalov,L,185,CAN,26.516,23,1928,3-6 6-3 4-1 RET,3,QF,96,2,3,63,39,25,12,11,4,7,6,9,71,38,27,11,12,5,10
2025-328,Basel,Hard,32,A,20251020,28,200005,,,Ugo Humbert,L,188,FRA,27.318,24,1880,124187,,,Reilly Opelka,R,211,USA,28.145,62,895,7-6(0) 6-4,3,QF,82,9,1,58,39,34,14,11,0,0,16,2,62,48,39,5,11,1,2
2025-328,Basel,Hard,32,A,20251020,29,200221,8,,Alejandro Davidovich Fokina,R,180,ESP,26.376,18,2285,200005,,,Ugo Humbert,L,188,FRA,27.318,24,1880,7-6(4) 3-1 RET,3,SF,80,3,2,58,34,29,14,8,2,2,6,3,48,31,25,8,8,0,1
2025-328,Basel,Hard,32,A,20251020,30,211663,,,Joao Fonseca,R,188,BRA,19.165,46,1129,144719,,,Jaume Munar,R,183,ESP,28.46,42,1208,7-6(4) 7-5,3,SF,114,8,1,75,48,41,14,12,0,1,11,1,80,50,38,14,12,1,3
2025-328,Basel,Hard,32,A,20251020,31,211663,,,Joao Fonseca,R,188,BRA,19.165,46,1129,200221,8,,Alejandro Davidovich Fokina,R,180,ESP,26.376,18,2285,6-3 6-4,3,F,85,7,1,61,48,36,6,10,3,4,4,0,69,50,30,7,9,10,13
2025-337,Vienna,Hard,32,A,20251020,1,206173,1,,Jannik Sinner,R,191,ITA,24.178,2,10000,127157,,,Daniel Altmaier,R,188,GER,27.105,51,1048,6-0 6-2,3,R32,58,5,0,32,19,18,10,7,0,0,3,1,45,26,14,4,7,1,6
2025-337,Vienna,Hard,32,A,20251020,2,106421,6,,Daniil Medvedev,R,198,RUS,29.689,14,2810,132686,,,Nuno Borges,R,185,POR,28.665,47,1120,6-4 6-7(7) 6-2,3,R32,138,18,8,98,60,50,19,15,4,4,8,4,102,57,45,20,15,5,8
2025-337,Vienna,Hard,32,A,20251020,3,126610,,,Matteo Berrettini,R,196,ITA,29.522,59,905,200615,,,Alexei Popyrin,R,196,AUS,26.209,48,1090,7-6(5) 6-3,3,R32,92,9,0,59,40,32,14,10,1,1,12,1,66,46,32,12,11,2,4
2025-337,Vienna,Hard,32,A,20251020,4,207925,,,Flavio Cobolli,R,183,ITA,23.458,22,1975,207830,,,Tomas Machac,R,183,CZE,25.018,31,1545,7-6(6) 6-2,3,R32,99,7,1,60,38,32,16,10,0,0,10,3,81,55,41,11,10,6,8
2025-337,Vienna,Hard,32,A,20251020,5,144895,,,Corentin Moutet,L,180,FRA,26.505,36,1398,106000,,,Damir Dzumhur,R,175,BIH,33.418,63,883,6-3 6-0,3,R32,67,4,3,37,18,16,14,7,2,2,1,0,48,37,16,6,8,7,12
2025-337,Vienna,Hard,32,A,20251020,6,100644,2,,Alexander Zverev,R,198,GER,28.501,3,5930,207985,,,Jacob Fearnley,R,183,GBR,24.266,81,754,6-4 1-6 7-6(5),3,R32,139,5,0,80,53,38,20,14,0,2,2,6,103,75,53,16,15,6,7
2025-337,Vienna,Hard,32,A,20251020,7,207518,4,,Lorenzo Musetti,R,185,ITA,23.633,8,3685,209098,,,Hamad Medjedovic,R,188,SRB,22.259,67,875,6-4 6-3,3,R32,78,7,0,49,25,23,16,10,0,1,5,0,59,42,26,8,9,3,6
2025-337,Vienna,Hard,32,A,20251020,8,111815,,,Cameron Norrie,L,188,GBR,30.16,35,1433,126094,7,,Andrey Rublev,R,188,RUS,28,15,2560,6-2 6-7(5) 6-2,3,R32,126,10,1,82,55,41,20,14,1,2,9,3,96,57,37,19,14,8,13
2025-337,Vienna,Hard,32,A,20251020,9,202103,,,Francisco Cerundolo,R,185,ARG,27.187,21,2085,210506,,,Alex Michelsen,R,193,USA,21.153,34,1440,6-3 6-1,3,R32,68,0,0,50,30,24,11,8,3,3,2,1,51,33,18,7,8,2,6
2025-337,Vienna,Hard,32,A,20251020,10,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.259,60,905,149282,,,Nicolai Budkov Kjaer,R,191,NOR,19.135,137,473,6-3 6-3,3,R32,69,6,0,44,34,32,4,9,0,0,4,1,50,29,18,10,9,1,4
2025-337,Vienna,Hard,32,A,20251020,11,209209,,,Filip Misolic,R,180,AUT,24.2,95,676,200116,,,Camilo Ugo Carabelli,R,185,ARG,26.344,50,1053,7-5 7-6(6),3,R32,135,6,3,92,60,44,11,12,3,5,6,2,89,60,33,17,12,8,11
2025-337,Vienna,Hard,32,A,20251020,12,200282,3,,Alex de Minaur,R,183,AUS,26.672,7,3935,200514,,,Jurij Rodionov,L,191,AUT,26.431,154,383,6-4 6-1,3,R32,80,4,1,58,27,19,14,8,5,8,3,0,49,33,26,13,9,2,2
2025-337,Vienna,Hard,32,A,20251020,13,134868,,,Tallon Griekspoor,R,188,NED,29.3,28,1565,111575,5,,Karen Khachanov,R,198,RUS,29.415,13,2950,6-3 5-7 6-4,3,R32,123,11,0,82,52,41,22,16,0,1,14,2,87,64,49,12,15,5,7
2025-337,Vienna,Hard,32,A,20251020,14,122330,8,,Alexander Bublik,R,196,KAZ,28.342,16,2430,126214,,,Alejandro Tabilo,L,188,CHI,28.383,75,792,6-4 6-4,3,R32,68,12,5,54,34,31,11,10,1,1,8,1,56,41,30,8,10,3,5
2025-337,Vienna,Hard,32,A,20251020,15,208286,,,Matteo Arnaldi,R,185,ITA,24.657,72,818,206499,,,Aleksandar Kovacevic,R,183,USA,27.143,65,877,7-5 6-4,3,R32,109,12,4,71,44,35,14,11,4,4,5,1,76,46,33,15,11,7,9
2025-337,Vienna,Hard,32,A,20251020,16,206909,,,Brandon Nakashima,R,188,USA,24.214,32,1470,209260,,,Luciano Darderi,R,183,ITA,23.68,26,1649,6-2 7-5,3,R32,93,7,0,54,32,27,13,10,0,0,10,5,81,49,34,13,10,6,9
2025-337,Vienna,Hard,32,A,20251020,17,200282,3,,Alex de Minaur,R,183,AUS,26.672,7,3935,209209,,,Filip Misolic,R,180,AUT,24.2,95,676,6-4 6-4,3,R16,88,5,2,69,48,34,10,10,4,6,3,1,57,38,28,15,10,3,3
2025-337,Vienna,Hard,32,A,20251020,18,134868,,,Tallon Griekspoor,R,188,NED,29.3,28,1565,206909,,,Brandon Nakashima,R,188,USA,24.214,32,1470,7-6(4) 7-6(2),3,R16,126,11,2,82,60,49,14,12,5,5,12,0,92,61,48,15,12,8,8
2025-337,Vienna,Hard,32,A,20251020,19,144895,,,Corentin Moutet,L,180,FRA,26.505,36,1398,106421,6,,Daniil Medvedev,R,198,RUS,29.689,14,2810,7-6(3) 6-4,3,R16,135,1,1,89,51,33,17,11,5,8,6,1,71,43,25,13,11,2,6
2025-337,Vienna,Hard,32,A,20251020,20,126610,,,Matteo Berrettini,R,196,ITA,29.522,59,905,111815,,,Cameron Norrie,L,188,GBR,30.16,35,1433,7-6(6) 6-7(9) 6-4,3,R16,196,16,1,124,85,62,24,17,4,5,6,2,117,74,47,31,17,3,5
2025-337,Vienna,Hard,32,A,20251020,21,207518,4,,Lorenzo Musetti,R,185,ITA,23.633,8,3685,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.259,60,905,6-3 6-4,3,R16,93,7,1,63,42,34,11,10,4,4,4,3,55,37,26,7,9,1,3
2025-337,Vienna,Hard,32,A,20251020,22,206173,1,,Jannik Sinner,R,191,ITA,24.178,2,10000,207925,,,Flavio Cobolli,R,183,ITA,23.458,22,1975,6-2 7-6(4),3,R16,107,4,1,65,42,29,18,10,0,0,4,1,79,52,34,15,10,6,8
2025-337,Vienna,Hard,32,A,20251020,23,100644,2,,Alexander Zverev,R,198,GER,28.501,3,5930,208286,,,Matteo Arnaldi,R,185,ITA,24.657,72,818,6-4 6-4,3,R16,87,6,1,53,38,33,8,10,1,1,6,4,59,28,22,16,10,1,3
2025-337,Vienna,Hard,32,A,20251020,24,122330,8,,Alexander Bublik,R,196,KAZ,28.342,16,2430,202103,,,Francisco Cerundolo,R,185,ARG,27.187,21,2085,6-4 6-2,3,R16,65,11,4,66,50,40,6,9,6,6,4,2,50,33,23,8,9,1,4
2025-337,Vienna,Hard,32,A,20251020,25,207518,4,,Lorenzo Musetti,R,185,ITA,23.633,8,3685,144895,,,Corentin Moutet,L,180,FRA,26.505,36,1398,6-3 6-4,3,QF,101,4,1,65,40,28,16,10,1,1,1,2,53,27,21,11,9,1,3
2025-337,Vienna,Hard,32,A,20251020,26,206173,1,,Jannik Sinner,R,191,ITA,24.178,2,10000,122330,8,,Alexander Bublik,R,196,KAZ,28.342,16,2430,6-4 6-4,3,QF,76,8,0,45,30,28,12,10,0,0,9,4,69,43,30,12,10,6,8
2025-337,Vienna,Hard,32,A,20251020,27,100644,2,,Alexander Zverev,R,198,GER,28.501,3,5930,134868,,,Tallon Griekspoor,R,188,NED,29.3,28,1565,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2025-337,Vienna,Hard,32,A,20251020,28,200282,3,,Alex de Minaur,R,183,AUS,26.672,7,3935,126610,,,Matteo Berrettini,R,196,ITA,29.522,59,905,6-1 7-6(4),3,QF,103,8,0,65,46,23,10,9,6,10,4,2,72,45,33,10,10,1,3
2025-337,Vienna,Hard,32,A,20251020,29,206173,1,,Jannik Sinner,R,191,ITA,24.178,2,10000,200282,3,,Alex de Minaur,R,183,AUS,26.672,7,3935,6-3 6-4,3,SF,87,4,0,57,38,28,10,10,0,2,2,1,50,29,15,12,9,1,5
2025-337,Vienna,Hard,32,A,20251020,30,100644,2,,Alexander Zverev,R,198,GER,28.501,3,5930,207518,4,,Lorenzo Musetti,R,185,ITA,23.633,8,3685,6-4 7-5,3,SF,92,9,0,58,48,40,4,11,0,0,3,3,64,39,30,13,11,2,4
2025-337,Vienna,Hard,32,A,20251020,31,206173,1,,Jannik Sinner,R,191,ITA,24.178,2,10000,100644,2,,Alexander Zverev,R,198,GER,28.501,3,5930,3-6 6-3 7-5,3,F,148,11,1,84,57,47,16,15,3,4,11,4,102,77,55,11,15,6,8
2025-352,Paris Masters,Hard,56,M,20251027,1,122330,13,,Alexander Bublik,R,196,KAZ,28.361,16,2520,200615,,,Alexei Popyrin,R,196,AUS,26.229,47,1090,6-4 6-3,3,R64,74,13,4,58,36,32,7,10,3,4,3,3,57,35,26,9,9,2,5
2025-352,Paris Masters,Hard,56,M,20251027,2,126094,12,,Andrey Rublev,R,188,RUS,28.019,17,2470,207985,,,Jacob Fearnley,R,183,GBR,24.285,78,769,6-1 6-4,3,R64,78,3,2,48,28,20,13,8,2,3,1,11,69,47,28,5,9,5,10
2025-352,Paris Masters,Hard,56,M,20251027,3,127157,,,Daniel Altmaier,R,188,GER,27.124,50,1039,106218,,,Marcos Giron,R,180,USA,32.26,65,885,6-2 7-6(5),3,R64,96,7,2,69,44,33,13,10,3,4,7,1,69,38,26,16,10,3,6
2025-352,Paris Masters,Hard,56,M,20251027,4,209070,,,Arthur Cazaux,R,183,FRA,23.179,62,902,209260,,,Luciano Darderi,R,183,ITA,23.699,27,1624,7-6(5) 7-6(4),3,R64,128,16,2,87,53,46,13,12,1,3,4,4,83,49,39,17,12,5,7
2025-352,Paris Masters,Hard,56,M,20251027,5,202103,,,Francisco Cerundolo,R,185,ARG,27.206,21,2085,106000,,,Damir Dzumhur,R,175,BIH,33.437,63,898,6-3 6-3,3,R64,76,2,2,55,29,18,16,9,6,8,0,0,55,31,15,12,9,7,12
2025-352,Paris Masters,Hard,56,M,20251027,6,207925,,,Flavio Cobolli,R,183,ITA,23.477,23,1975,207830,,,Tomas Machac,R,183,CZE,25.038,34,1445,6-1 6-4,3,R64,54,1,0,44,33,31,7,9,0,0,3,4,44,24,14,10,8,0,3
2025-352,Paris Masters,Hard,56,M,20251027,7,200175,,,Miomir Kecmanovic,R,183,SRB,26.157,53,1001,206499,,,Aleksandar Kovacevic,R,183,USA,27.162,64,889,6-4 1-6 7-6(2),3,R64,141,11,3,96,55,38,24,14,9,12,16,10,105,56,43,22,15,4,6
2025-352,Paris Masters,Hard,56,M,20251027,8,111815,,,Cameron Norrie,L,188,GBR,30.179,31,1483,202104,,,Sebastian Baez,R,170,ARG,24.83,43,1155,6-3 6-4,3,R64,84,3,2,73,51,34,9,10,5,7,0,1,48,36,21,6,9,2,6
2025-352,Paris Masters,Hard,56,M,20251027,9,126239,,,Arthur Rinderknech,R,196,FRA,30.264,29,1590,206681,,,Fabian Marozsan,R,193,HUN,26.053,48,1065,7-6(5) 7-6(4),3,R64,126,16,1,94,61,49,15,12,4,5,5,2,84,47,34,23,12,2,3
2025-352,Paris Masters,Hard,56,M,20251027,10,210530,,,Learner Tien,L,180,USA,19.901,39,1316,132686,,,Nuno Borges,R,185,POR,28.684,46,1120,6-2 7-6(7),3,R64,81,7,2,63,40,32,13,10,1,2,2,1,69,34,24,17,10,5,8
2025-352,Paris Masters,Hard,56,M,20251027,11,126846,,,Aleksandar Vukic,R,188,AUS,29.558,103,633,209279,,,Terence Atmane,L,193,FRA,23.797,69,874,6-4 2-6 6-4,3,R64,113,7,3,95,54,36,25,14,9,12,13,8,80,46,38,15,14,5,8
2025-352,Paris Masters,Hard,56,M,20251027,12,111575,10,,Karen Khachanov,R,198,RUS,29.435,14,2620,210319,,,Ethan Quinn,R,191,USA,21.626,71,837,6-1 6-1,3,R64,60,2,0,39,25,19,10,7,0,0,1,1,43,27,14,4,7,2,7
2025-352,Paris Masters,Hard,56,M,20251027,13,200267,,,Zizou Bergs,R,185,BEL,26.401,41,1274,210506,,,Alex Michelsen,R,193,USA,21.172,35,1440,6-3 2-6 6-2,3,R64,112,4,5,78,50,36,10,12,4,8,0,5,81,49,29,16,13,4,10
2025-352,Paris Masters,Hard,56,M,20251027,14,105777,,,Grigor Dimitrov,R,191,BUL,34.45,38,1330,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,22.305,56,965,7-6(5) 6-1,3,R64,95,4,3,65,28,22,24,9,3,3,7,6,76,45,31,13,10,2,5
2025-352,Paris Masters,Hard,56,M,20251027,15,124186,,,Alexandre Muller,R,183,FRA,28.734,44,1150,206909,,,Brandon Nakashima,R,188,USA,24.233,33,1470,6-2 7-5,3,R64,91,1,3,62,38,27,17,10,2,2,5,0,59,33,21,13,10,2,5
2025-352,Paris Masters,Hard,56,M,20251027,16,132283,,,Lorenzo Sonego,R,191,ITA,30.464,45,1130,200624,,,Sebastian Korda,R,196,USA,25.311,54,970,6-2 6-3,3,R64,88,3,2,48,28,23,10,8,3,4,2,4,68,39,23,11,9,4,9
2025-352,Paris Masters,Hard,56,M,20251027,17,200000,9,,Felix Auger-Aliassime,R,193,CAN,25.218,10,3195,207681,,,Francisco Comesana,R,178,ARG,25.057,68,880,6-7(2) 6-3 6-3,3,R64,138,11,7,80,44,37,21,15,3,5,8,1,100,63,39,19,15,5,10
2025-352,Paris Masters,Hard,56,M,20251027,18,106421,11,,Daniil Medvedev,R,198,RUS,29.708,13,2810,144719,,,Jaume Munar,R,183,ESP,28.479,36,1395,6-1 6-3,3,R64,70,6,3,53,36,29,7,8,0,0,1,3,45,26,15,8,8,3,7
2025-352,Paris Masters,Hard,56,M,20251027,19,200473,,,Valentin Vacherot,R,193,MON,26.946,40,1283,208103,14,,Jiri Lehecka,R,185,CZE,23.967,18,2415,6-1 6-3,3,R64,54,7,2,39,24,20,12,8,0,0,7,1,45,34,21,3,8,1,5
