tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,opponent_id,opponent_seed,opponent_entry,opponent_name,opponent_hand,opponent_ht,opponent_ioc,opponent_age,opponent_rank,opponent_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,14,200005,2,,Ugo Humbert,L,188,FRA,26.954,20,2195,105554,,Q,Daniel Evans,R,175,GBR,35.047,217,253,7-5 6-3,3,R16,100,5,3,70,37,29,20,11,5,6,2,6,57,29,20,13,10,0,3
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,15,200267,,,Zizou Bergs,R,185,BEL,26.018,63,931,200615,4,,Alexei Popyrin,R,196,AUS,25.845,21,2140,6-7(3) 6-2 7-6(3),3,R16,182,7,11,128,62,40,32,16,13,18,8,6,127,76,45,21,16,10,17
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,16,210136,,Q,Mark Lajal,R,191,EST,22.078,195,279,128034,5,,Hubert Hurkacz,R,196,POL,28.323,32,1640,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,17,124187,,LL,Reilly Opelka,R,211,USA,27.781,87,701,111797,,,Nicolas Jarry,R,201,CHI,29.662,150,398,7-6(5) 6-3,3,R16,79,12,2,62,40,34,12,11,0,1,9,2,57,36,29,10,10,1,3
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,18,111575,3,,Karen Khachanov,R,198,RUS,29.051,24,2010,111456,,Q,Mackenzie McDonald,R,178,USA,30.149,99,617,6-3 5-7 7-6(4),3,R16,151,13,1,103,61,50,22,17,1,3,4,2,108,75,55,15,16,7,9
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,19,209113,,,Gabriel Diallo,R,203,CAN,23.707,55,1007,111442,6,,Jordan Thompson,R,183,AUS,31.138,37,1375,4-6 6-1 7-5,3,R16,128,11,0,88,65,49,13,15,9,10,4,3,82,50,37,16,14,4,7
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,20,132686,,,Nuno Borges,R,185,POR,28.301,38,1375,202261,,WC,Otto Virtanen,R,193,FIN,23.967,101,605,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,21,124187,,LL,Reilly Opelka,R,211,USA,27.781,87,701,106421,1,,Daniil Medvedev,R,198,RUS,29.325,11,3100,7-6(5) 7-6(5),3,QF,96,24,0,78,56,47,13,12,3,3,7,5,77,47,43,14,12,1,1
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,22,200005,2,,Ugo Humbert,L,188,FRA,26.954,20,2195,132686,7,,Nuno Borges,R,185,POR,28.301,38,1375,6-1 6-4,3,QF,68,5,2,48,33,27,10,9,0,0,5,0,49,33,18,10,8,3,6
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,23,209113,,,Gabriel Diallo,R,203,CAN,23.707,55,1007,111575,3,,Karen Khachanov,R,198,RUS,29.051,24,2010,7-6(6) 6-4,3,QF,112,19,3,74,47,35,15,11,4,5,7,4,79,46,31,18,11,6,8
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,24,200267,,,Zizou Bergs,R,185,BEL,26.018,63,931,210136,,Q,Mark Lajal,R,191,EST,22.078,195,279,7-6(2) 7-6(4),3,QF,147,8,3,91,47,37,23,12,7,9,6,4,99,64,46,14,12,9,11
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,25,209113,,,Gabriel Diallo,R,203,CAN,23.707,55,1007,200005,2,,Ugo Humbert,L,188,FRA,26.954,20,2195,6-3 7-6(4),3,SF,104,4,0,64,42,35,15,11,0,0,2,0,68,41,27,17,10,4,5
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,26,200267,,,Zizou Bergs,R,185,BEL,26.018,63,931,124187,,LL,Reilly Opelka,R,211,USA,27.781,87,701,6-1 6-4,3,SF,68,5,1,47,23,21,15,9,0,0,3,1,52,34,22,6,8,4,7
2025-440,'s-Hertogenbosch,Grass,28,A,20250609,27,209113,,,Gabriel Diallo,R,203,CAN,23.707,55,1007,200267,,,Zizou Bergs,R,185,BEL,26.018,63,931,7-5 7-6(8),3,F,118,9,2,77,49,37,21,12,2,2,7,5,81,46,33,22,12,0,1
2025-311,Queen's Club,Grass,32,A,20250616,1,207989,1,,Carlos Alcaraz,R,183,ESP,22.116,2,8850,200443,,LL,Adam Walton,R,183,AUS,26.166,86,703,6-4 7-6(4),3,R32,102,10,3,62,42,36,15,11,2,2,6,4,85,49,36,20,11,4,5
2025-311,Queen's Club,Grass,32,A,20250616,2,207733,2,,Jack Draper,L,193,GBR,23.483,6,4550,202385,,PR,Jenson Brooksby,R,193,USA,24.638,149,405,6-3 6-1,3,R32,77,8,5,45,29,27,6,8,0,0,2,1,62,39,24,9,8,4,8
2025-311,Queen's Club,Grass,32,A,20250616,3,144895,,Q,Corentin Moutet,L,180,FRA,26.16,89,677,126203,3,,Taylor Fritz,R,196,USA,27.633,4,4735,6-7(5) 7-6(7) 7-5,3,R32,174,6,4,121,81,60,24,18,3,4,11,3,113,66,51,29,18,2,4
2025-311,Queen's Club,Grass,32,A,20250616,4,208103,,,Jiri Lehecka,R,185,CZE,23.603,30,1645,200282,5,,Alex de Minaur,R,183,AUS,26.327,12,3085,6-4 6-2,3,R32,76,10,0,47,32,27,9,9,0,0,5,3,63,34,23,13,9,3,6
2025-311,Queen's Club,Grass,32,A,20250616,5,126239,,LL,Arthur Rinderknech,R,196,FRA,29.9,80,764,210097,6,,Ben Shelton,L,193,USA,22.686,10,3170,7-6(5) 7-6(4),3,R32,108,14,1,74,55,44,13,12,0,0,22,4,85,60,45,12,12,6,6
2025-311,Queen's Club,Grass,32,A,20250616,6,209113,,,Gabriel Diallo,R,203,CAN,23.726,44,1247,126129,,WC,Billy Harris,R,193,GBR,30.39,113,519,6-1 3-6 6-4,3,R32,110,11,1,78,47,40,14,13,4,6,10,2,80,52,34,16,13,3,7
2025-311,Queen's Club,Grass,32,A,20250616,7,144719,,,Jaume Munar,R,183,ESP,28.115,59,962,111442,,,Jordan Thompson,R,183,AUS,31.157,37,1400,7-5 RET,3,R32,47,2,2,33,20,18,8,6,1,1,5,1,36,22,15,8,6,3,4
2025-311,Queen's Club,Grass,32,A,20250616,8,206909,,,Brandon Nakashima,R,188,USA,23.869,32,1600,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,21.941,36,1476,6-7(10) 7-6(5) 6-4,3,R32,151,13,2,108,73,57,27,17,3,4,23,5,127,83,66,24,17,9,11
2025-311,Queen's Club,Grass,32,A,20250616,9,124187,,PR,Reilly Opelka,R,211,USA,27.8,75,808,200116,,,Camilo Ugo Carabelli,R,185,ARG,25.999,53,1036,7-6(6) 6-4,3,R32,89,21,3,65,44,39,11,11,3,4,4,4,74,41,28,18,11,2,4
2025-311,Queen's Club,Grass,32,A,20250616,10,200615,,,Alexei Popyrin,R,196,AUS,25.864,21,2115,126846,,Q,Aleksandar Vukic,R,188,AUS,29.194,83,733,6-2 6-7(9) 7-6(3),3,R32,151,19,2,113,73,59,22,16,6,7,13,2,113,63,47,24,16,3,6
2025-311,Queen's Club,Grass,32,A,20250616,11,208029,4,,Holger Rune,R,188,DEN,22.133,9,3440,106331,,LL,Christopher O'Connell,R,183,AUS,31.036,79,772,6-3 6-4,3,R32,77,3,2,63,38,30,18,10,3,3,4,1,54,39,30,6,9,5,7
2025-311,Queen's Club,Grass,32,A,20250616,12,105554,,WC,Daniel Evans,R,175,GBR,35.066,199,275,126207,7,,Frances Tiafoe,R,188,USA,27.403,13,2990,7-5 6-2,3,R32,94,3,3,62,33,25,17,10,3,4,8,3,65,32,21,14,10,2,6
2025-311,Queen's Club,Grass,32,A,20250616,13,210150,8,,Jakub Mensik,R,196,CZE,19.789,17,2322,111815,,WC,Cameron Norrie,L,188,GBR,29.815,61,952,7-6(6) 1-6 6-1,3,R32,120,20,3,98,63,52,11,13,4,6,4,4,85,55,46,13,13,3,5
2025-311,Queen's Club,Grass,32,A,20250616,14,105138,,,Roberto Bautista Agut,R,183,ESP,37.172,51,1049,132686,,,Nuno Borges,R,185,POR,28.32,38,1400,6-7(6) 7-5 6-4,3,R32,151,9,0,95,72,53,18,17,1,2,17,3,119,71,50,27,17,7,10
2025-311,Queen's Club,Grass,32,A,20250616,15,207985,,,Jacob Fearnley,R,183,GBR,23.921,60,961,106109,,Q,Alex Bolt,L,183,AUS,32.444,194,284,6-2 6-4,3,R32,67,6,7,49,30,28,8,9,0,0,4,2,50,31,22,9,9,0,3
2025-311,Queen's Club,Grass,32,A,20250616,16,111456,,Q,Mackenzie McDonald,R,178,USA,30.168,98,630,104792,,,Gael Monfils,R,193,FRA,38.79,42,1265,6-4 6-4,3,R32,84,1,0,55,38,28,11,10,2,3,5,8,60,30,21,13,10,2,5
2025-311,Queen's Club,Grass,32,A,20250616,17,207989,1,,Carlos Alcaraz,R,183,ESP,22.116,2,8850,144719,,,Jaume Munar,R,183,ESP,28.115,59,962,6-4 6-7(7) 7-5,3,R16,203,9,8,126,66,50,31,17,10,12,10,8,130,78,54,23,17,3,7
2025-311,Queen's Club,Grass,32,A,20250616,18,207985,,,Jacob Fearnley,R,183,GBR,23.921,60,961,144895,,Q,Corentin Moutet,L,180,FRA,26.16,89,677,6-3 2-6 6-2,3,R16,128,3,7,81,55,37,14,13,9,12,3,2,78,51,34,11,12,7,11
2025-311,Queen's Club,Grass,32,A,20250616,19,208103,,,Jiri Lehecka,R,185,CZE,23.603,30,1645,209113,,,Gabriel Diallo,R,203,CAN,23.726,44,1247,6-4 6-2,3,R16,64,5,3,45,27,26,10,9,0,0,8,2,50,34,22,9,9,1,4
2025-311,Queen's Club,Grass,32,A,20250616,20,126239,,LL,Arthur Rinderknech,R,196,FRA,29.9,80,764,124187,,PR,Reilly Opelka,R,211,USA,27.8,75,808,7-5 7-6(3),3,R16,96,12,5,67,44,38,14,12,0,0,11,5,82,44,38,17,12,5,6
2025-311,Queen's Club,Grass,32,A,20250616,21,207733,2,,Jack Draper,L,193,GBR,23.483,6,4550,200615,,,Alexei Popyrin,R,196,AUS,25.864,21,2115,3-6 6-2 7-6(5),3,R16,133,14,3,83,54,44,15,14,1,2,6,5,95,56,44,19,15,6,8
2025-311,Queen's Club,Grass,32,A,20250616,22,208029,4,,Holger Rune,R,188,DEN,22.133,9,3440,111456,,Q,Mackenzie McDonald,R,178,USA,30.168,98,630,2-6 6-1 6-1,3,R16,81,13,4,62,40,33,10,11,1,3,3,2,66,44,26,8,11,2,7
2025-311,Queen's Club,Grass,32,A,20250616,23,105138,,,Roberto Bautista Agut,R,183,ESP,37.172,51,1049,210150,8,,Jakub Mensik,R,196,CZE,19.789,17,2322,3-6 6-3 7-5,3,R16,141,3,2,91,69,53,9,15,5,7,12,4,100,51,35,29,15,3,6
2025-311,Queen's Club,Grass,32,A,20250616,24,206909,,,Brandon Nakashima,R,188,USA,23.869,32,1600,105554,,WC,Daniel Evans,R,175,GBR,35.066,199,275,7-5 7-6(4),3,R16,115,8,1,77,53,42,13,12,2,3,5,2,72,39,29,19,12,2,4
2025-311,Queen's Club,Grass,32,A,20250616,25,207989,1,,Carlos Alcaraz,R,183,ESP,22.116,2,8850,126239,,LL,Arthur Rinderknech,R,196,FRA,29.9,80,764,7-5 6-4,3,QF,80,8,4,60,36,33,12,11,0,0,12,5,54,33,29,9,11,0,2
2025-311,Queen's Club,Grass,32,A,20250616,26,207733,2,,Jack Draper,L,193,GBR,23.483,6,4550,206909,,,Brandon Nakashima,R,188,USA,23.869,32,1600,6-4 5-7 6-4,3,QF,142,14,2,102,68,53,18,16,10,11,13,2,105,66,48,21,16,8,10
2025-311,Queen's Club,Grass,32,A,20250616,27,105138,,,Roberto Bautista Agut,R,183,ESP,37.172,51,1049,208029,4,,Holger Rune,R,188,DEN,22.133,9,3440,7-6(5) 6-7(4) 6-2,3,QF,146,5,2,88,68,57,14,16,0,0,11,7,129,71,56,26,16,12,14
2025-311,Queen's Club,Grass,32,A,20250616,28,208103,,,Jiri Lehecka,R,185,CZE,23.603,30,1645,207985,,,Jacob Fearnley,R,183,GBR,23.921,60,961,7-5 6-2,3,QF,77,7,0,54,34,27,12,10,0,1,1,10,58,37,25,7,10,6,10
2025-311,Queen's Club,Grass,32,A,20250616,29,207989,1,,Carlos Alcaraz,R,183,ESP,22.116,2,8850,105138,,,Roberto Bautista Agut,R,183,ESP,37.172,51,1049,6-4 6-4,3,SF,89,15,1,58,41,30,13,10,1,1,1,1,72,55,33,9,10,4,6
2025-311,Queen's Club,Grass,32,A,20250616,30,208103,,,Jiri Lehecka,R,185,CZE,23.603,30,1645,207733,2,,Jack Draper,L,193,GBR,23.483,6,4550,6-4 4-6 7-5,3,SF,127,16,4,95,57,44,22,16,5,6,14,3,88,55,45,17,16,3,5
2025-311,Queen's Club,Grass,32,A,20250616,31,207989,1,,Carlos Alcaraz,R,183,ESP,22.116,2,8850,208103,,,Jiri Lehecka,R,185,CZE,23.603,30,1645,7-5 6-7(5) 6-2,3,F,128,18,2,83,54,47,21,16,0,0,7,2,100,55,39,25,16,2,5
2025-500,Halle,Grass,32,A,20250616,1,100644,2,,Alexander Zverev,R,198,GER,28.156,3,6500,106218,,,Marcos Giron,R,180,USA,31.896,43,1265,6-2 6-1,3,R32,79,10,0,44,34,28,6,8,0,0,2,3,65,36,21,10,7,5,9
2025-500,Halle,Grass,32,A,20250616,2,111575,8,,Karen Khachanov,R,198,RUS,29.07,22,2050,200267,,,Zizou Bergs,R,185,BEL,26.037,49,1079,7-5 6-3,3,R32,94,3,1,55,35,27,14,10,2,2,6,8,78,39,27,20,11,2,5
2025-500,Halle,Grass,32,A,20250616,3,206173,1,,Jannik Sinner,R,191,ITA,23.833,1,10880,105870,,Q,Yannick Hanfmann,R,193,GER,33.591,138,428,7-5 6-3,3,R32,90,10,0,62,44,37,9,11,2,2,4,0,66,45,31,11,10,3,5
2025-500,Halle,Grass,32,A,20250616,4,126094,4,,Andrey Rublev,R,188,RUS,27.655,14,2920,124116,,Q,Sebastian Ofner,R,191,AUT,29.095,122,483,6-3 6-4,3,R32,62,10,1,47,31,31,9,10,0,0,8,3,53,25,19,15,9,2,4
2025-500,Halle,Grass,32,A,20250616,5,210506,,,Alex Michelsen,R,193,USA,20.808,33,1570,202103,5,,Francisco Cerundolo,R,185,ARG,26.842,18,2285,2-6 7-5 6-4,3,R32,122,3,1,82,58,44,11,15,2,5,6,1,96,57,42,20,15,4,7
2025-500,Halle,Grass,32,A,20250616,6,133430,,,Denis Shapovalov,L,185,CAN,26.171,31,1626,200005,6,,Ugo Humbert,L,188,FRA,26.973,20,2195,6-4 4-6 7-6(4),3,R32,148,8,6,106,59,39,26,16,8,11,10,6,95,65,50,13,16,4,7
2025-500,Halle,Grass,32,A,20250616,7,207830,7,,Tomas Machac,R,183,CZE,24.674,23,2020,207411,,LL,Jesper de Jong,R,180,NED,25.043,93,660,7-5 3-6 6-3,3,R32,133,12,3,93,55,41,19,15,2,5,9,3,89,49,32,23,15,1,5
2025-500,Halle,Grass,32,A,20250616,8,200000,,,Felix Auger-Aliassime,R,193,CAN,24.854,27,1775,111513,,Q,Laslo Djere,R,188,SRB,30.04,65,911,6-3 6-7(6) 6-1,3,R32,125,17,3,92,67,59,9,15,3,3,3,3,79,51,37,15,13,2,5
2025-500,Halle,Grass,32,A,20250616,9,207925,,,Flavio Cobolli,R,183,ITA,23.113,24,1970,211663,,WC,Joao Fonseca,R,188,BRA,18.82,57,991,5-7 7-6(3) 7-6(8),3,R32,164,11,3,138,83,59,34,18,8,9,9,1,120,82,64,22,18,4,4
2025-500,Halle,Grass,32,A,20250616,10,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.914,63,935,124079,,,Pedro Martinez,R,185,ESP,28.14,54,1030,6-1 6-3,3,R32,91,9,0,40,29,23,9,8,0,0,1,7,62,35,25,6,8,8,12
2025-500,Halle,Grass,32,A,20250616,11,132283,,,Lorenzo Sonego,R,191,ITA,30.1,46,1165,105526,,WC,Jan-Lennard Struff,R,193,GER,35.143,103,575,6-3 6-2,3,R32,60,4,1,48,36,30,8,9,3,3,4,2,43,29,18,8,8,3,6
2025-500,Halle,Grass,32,A,20250616,12,106421,3,,Daniil Medvedev,R,198,RUS,29.344,11,3140,127157,,WC,Daniel Altmaier,R,188,GER,26.76,52,1037,6-3 6-3,3,R32,63,7,3,57,41,29,9,9,2,2,5,0,47,31,24,5,9,3,6
2025-500,Halle,Grass,32,A,20250616,13,122330,,,Alexander Bublik,R,196,KAZ,27.997,45,1225,124186,,,Alexandre Muller,R,183,FRA,28.37,40,1311,6-4 6-4,3,R32,60,12,3,49,28,25,15,10,0,0,6,2,59,41,29,9,10,3,5
2025-500,Halle,Grass,32,A,20250616,14,111460,,,Quentin Halys,R,191,FRA,28.638,48,1134,126127,,Q,Benjamin Bonzi,R,183,FRA,29.018,62,945,6-4 6-4,3,R32,78,18,4,50,30,27,10,10,1,2,3,1,83,61,33,12,10,6,9
2025-500,Halle,Grass,32,A,20250616,15,206681,,,Fabian Marozsan,R,193,HUN,25.689,58,990,200175,,,Miomir Kecmanovic,R,183,SRB,25.793,47,1146,6-7(3) 6-4 6-4,3,R32,131,8,4,109,70,56,21,16,10,10,5,5,121,82,58,20,16,8,10
2025-500,Halle,Grass,32,A,20250616,16,126774,,,Stefanos Tsitsipas,R,193,GRE,26.845,25,1920,209260,,,Luciano Darderi,R,183,ITA,23.335,56,1004,6-4 3-6 7-6(5),3,R32,120,11,2,95,62,46,20,15,5,6,9,2,86,60,49,17,16,2,3
2025-500,Halle,Grass,32,A,20250616,17,122330,,,Alexander Bublik,R,196,KAZ,27.997,45,1225,206173,1,,Jannik Sinner,R,191,ITA,23.833,1,10880,3-6 6-3 6-4,3,R16,122,15,6,92,59,46,17,14,8,9,6,3,90,57,44,16,14,4,6
2025-500,Halle,Grass,32,A,20250616,18,100644,2,,Alexander Zverev,R,198,GER,28.156,3,6500,132283,,,Lorenzo Sonego,R,191,ITA,30.1,46,1165,3-6 6-4 7-6(2),3,R16,143,10,0,82,74,61,4,15,0,1,5,2,104,79,56,13,16,3,4
2025-500,Halle,Grass,32,A,20250616,19,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.914,63,935,126094,4,,Andrey Rublev,R,188,RUS,27.655,14,2920,6-3 6-7(4) 7-6(6),3,R16,181,12,3,100,57,44,22,16,3,6,15,8,123,61,48,27,17,6,11
2025-500,Halle,Grass,32,A,20250616,20,207830,7,,Tomas Machac,R,183,CZE,24.674,23,2020,206681,,,Fabian Marozsan,R,193,HUN,25.689,58,990,6-2 6-3,3,R16,59,3,1,39,19,16,14,8,0,1,3,1,52,36,20,5,9,2,7
2025-500,Halle,Grass,32,A,20250616,21,111575,8,,Karen Khachanov,R,198,RUS,29.07,22,2050,200000,,,Felix Auger-Aliassime,R,193,CAN,24.854,27,1775,6-3 1-6 6-3,3,R16,100,4,2,68,45,31,13,13,1,4,12,3,63,39,30,12,12,4,7
2025-500,Halle,Grass,32,A,20250616,22,207925,,,Flavio Cobolli,R,183,ITA,23.113,24,1970,133430,,,Denis Shapovalov,L,185,CAN,26.171,31,1626,7-6(2) 4-6 7-6(5),3,R16,153,3,2,114,68,48,21,17,4,9,8,6,111,65,38,26,17,7,11
2025-500,Halle,Grass,32,A,20250616,23,106421,3,,Daniil Medvedev,R,198,RUS,29.344,11,3140,111460,,,Quentin Halys,R,191,FRA,28.638,48,1134,6-2 7-5,3,R16,66,10,0,49,32,29,12,10,0,0,4,1,60,36,27,9,10,2,5
2025-500,Halle,Grass,32,A,20250616,24,210506,,,Alex Michelsen,R,193,USA,20.808,33,1570,126774,,,Stefanos Tsitsipas,R,193,GRE,26.845,25,1920,7-6(5) 7-5,3,R16,103,8,0,71,51,40,13,12,1,2,7,5,79,43,33,20,12,2,4
2025-500,Halle,Grass,32,A,20250616,25,100644,2,,Alexander Zverev,R,198,GER,28.156,3,6500,207925,,,Flavio Cobolli,R,183,ITA,23.113,24,1970,6-4 7-6(6),3,QF,101,4,1,71,57,46,7,11,6,6,6,1,69,48,35,13,11,2,3
2025-500,Halle,Grass,32,A,20250616,26,106421,3,,Daniil Medvedev,R,198,RUS,29.344,11,3140,210506,,,Alex Michelsen,R,193,USA,20.808,33,1570,6-4 6-3,3,QF,85,7,5,65,43,32,12,10,0,0,1,3,56,33,24,12,9,8,10
2025-500,Halle,Grass,32,A,20250616,27,122330,,,Alexander Bublik,R,196,KAZ,27.997,45,1225,207830,7,,Tomas Machac,R,183,CZE,24.674,23,2020,7-6(2) 6-3,3,QF,82,19,2,69,50,39,10,10,4,5,5,2,72,44,30,12,11,3,6
2025-500,Halle,Grass,32,A,20250616,28,111575,8,,Karen Khachanov,R,198,RUS,29.07,22,2050,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.914,63,935,6-3 6-2,3,QF,72,6,0,44,25,23,13,9,0,0,2,1,49,29,20,8,8,4,7
2025-500,Halle,Grass,32,A,20250616,29,106421,3,,Daniil Medvedev,R,198,RUS,29.344,11,3140,100644,2,,Alexander Zverev,R,198,GER,28.156,3,6500,7-6(3) 6-7(1) 6-4,3,SF,179,17,5,118,81,61,17,17,6,7,7,1,112,85,63,13,17,5,7
2025-500,Halle,Grass,32,A,20250616,30,122330,,,Alexander Bublik,R,196,KAZ,27.997,45,1225,111575,8,,Karen Khachanov,R,198,RUS,29.07,22,2050,4-6 7-6(5) 6-4,3,SF,122,19,4,100,65,54,18,16,4,5,15,3,96,67,55,17,16,1,2
2025-500,Halle,Grass,32,A,20250616,31,122330,,,Alexander Bublik,R,196,KAZ,27.997,45,1225,106421,3,,Daniil Medvedev,R,198,RUS,29.344,11,3140,6-3 7-6(4),3,F,81,11,5,69,48,38,14,11,2,2,11,3,68,44,32,12,10,3,4
2025-8994,Mallorca,Grass,28,A,20250623,1,105138,7,,Roberto Bautista Agut,R,183,ESP,37.191,43,1236,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.933,53,1025,5-7 6-3 6-2,3,R32,154,3,0,87,60,41,14,15,3,7,7,2,82,44,29,17,14,6,12
2025-8994,Mallorca,Grass,28,A,20250623,2,200587,,Q,Brandon Holt,R,185,USA,27.214,101,568,126127,,,Benjamin Bonzi,R,183,FRA,29.038,64,930,2-6 6-4 6-4,3,R32,109,7,2,81,56,39,16,14,1,3,9,1,83,63,46,10,14,2,4
2025-8994,Mallorca,Grass,28,A,20250623,3,106071,,Q,Bernard Tomic,R,196,AUS,32.671,248,235,208014,,WC,Rinky Hijikata,R,178,AUS,24.329,88,702,3-6 7-5 6-2,3,R32,107,9,2,86,52,40,18,14,6,8,3,2,82,44,29,22,15,1,5
2025-8994,Mallorca,Grass,28,A,20250623,4,126128,,,Roman Safiullin,R,185,RUS,27.877,75,816,124186,5,,Alexandre Muller,R,183,FRA,28.389,40,1311,7-6(5) 7-5,3,R32,115,9,3,85,51,40,15,12,2,4,5,3,80,47,34,15,12,1,4
2025-8994,Mallorca,Grass,28,A,20250623,5,209113,6,,Gabriel Diallo,R,203,CAN,23.745,41,1285,144719,,,Jaume Munar,R,183,ESP,28.134,54,1012,7-5 6-3,3,R32,107,10,2,68,49,35,11,10,2,2,2,5,61,38,28,11,11,1,4
2025-8994,Mallorca,Grass,28,A,20250623,6,209098,,,Hamad Medjedovic,R,188,SRB,21.933,73,853,210460,,Q,Nishesh Basavareddy,R,180,USA,20.142,99,582,6-0 6-4,3,R32,63,11,2,42,23,17,15,8,0,0,2,2,52,29,18,10,8,2,6
2025-8994,Mallorca,Grass,28,A,20250623,7,144895,,,Corentin Moutet,L,180,FRA,26.179,83,739,124079,,,Pedro Martinez,R,185,ESP,28.159,52,1030,4-6 6-3 6-0,3,R32,157,4,4,94,62,46,14,13,8,10,0,4,81,54,34,10,12,9,14
2025-8994,Mallorca,Grass,28,A,20250623,8,210319,,Q,Ethan Quinn,R,191,USA,21.281,95,650,200116,,,Camilo Ugo Carabelli,R,185,ARG,26.018,55,1006,6-3 6-2,3,R32,66,3,2,54,33,24,15,9,3,3,3,5,51,27,14,15,8,3,6
2025-8994,Mallorca,Grass,28,A,20250623,9,126239,,,Arthur Rinderknech,R,196,FRA,29.919,70,864,106000,,,Damir Dzumhur,R,175,BIH,33.092,68,900,6-4 4-6 7-5,3,R32,151,9,9,94,49,41,23,16,4,6,8,6,100,55,39,27,16,5,8
2025-8994,Mallorca,Grass,28,A,20250623,10,210530,,,Learner Tien,L,180,USA,19.556,67,903,211514,,WC,Justin Engel,R,185,GER,17.728,219,253,6-4 6-4,3,R32,74,8,2,58,41,32,11,10,5,5,6,2,52,28,25,11,10,1,3
2025-8994,Mallorca,Grass,28,A,20250623,11,127157,8,,Daniel Altmaier,R,188,GER,26.779,59,983,104926,,WC,Fabio Fognini,R,178,ITA,38.084,130,462,6-3 3-6 6-3,3,R32,107,10,7,91,59,40,17,14,6,8,1,5,76,39,29,21,13,3,6
2025-8994,Mallorca,Grass,28,A,20250623,12,111513,,,Laslo Djere,R,188,SRB,30.059,62,936,207352,,,Yunchaokete Bu,R,185,CHN,23.425,69,874,6-4 6-4,3,R32,96,9,1,62,37,27,14,10,5,7,4,4,65,42,27,10,10,8,12
2025-8994,Mallorca,Grass,28,A,20250623,13,210530,,,Learner Tien,L,180,USA,19.556,67,903,210097,1,,Ben Shelton,L,193,USA,22.705,10,3170,6-4 7-6(2),3,R16,100,7,7,70,38,29,17,11,4,6,7,6,78,45,29,14,11,4,7
2025-8994,Mallorca,Grass,28,A,20250623,14,210506,3,,Alex Michelsen,R,193,USA,20.827,33,1620,200587,,Q,Brandon Holt,R,185,USA,27.214,101,568,6-4 6-4,3,R16,78,6,2,53,33,25,9,10,2,5,4,1,62,37,24,9,10,2,7
2025-8994,Mallorca,Grass,28,A,20250623,15,105138,7,,Roberto Bautista Agut,R,183,ESP,37.191,43,1236,106071,,Q,Bernard Tomic,R,196,AUS,32.671,248,235,6-3 6-3,3,R16,67,4,0,50,37,28,7,9,2,3,6,3,55,25,17,12,9,2,6
2025-8994,Mallorca,Grass,28,A,20250623,16,144895,,,Corentin Moutet,L,180,FRA,26.179,83,739,127157,8,,Daniel Altmaier,R,188,GER,26.779,59,983,7-6(3) 7-6(3),3,R16,134,1,4,78,46,36,19,12,2,3,5,3,84,51,36,17,12,5,6
2025-8994,Mallorca,Grass,28,A,20250623,17,200000,2,,Felix Auger-Aliassime,R,193,CAN,24.873,27,1775,126239,,,Arthur Rinderknech,R,196,FRA,29.919,70,864,7-5 6-3,3,R16,112,8,3,57,31,25,17,11,0,1,7,3,83,53,36,11,10,7,10
2025-8994,Mallorca,Grass,28,A,20250623,18,134868,4,,Tallon Griekspoor,R,188,NED,28.975,34,1535,210319,,Q,Ethan Quinn,R,191,USA,21.281,95,650,7-5 6-4,3,R16,90,7,1,63,41,33,12,11,0,1,10,3,75,48,32,16,11,6,9
2025-8994,Mallorca,Grass,28,A,20250623,19,209113,6,,Gabriel Diallo,R,203,CAN,23.745,41,1285,111513,,,Laslo Djere,R,188,SRB,30.059,62,936,6-3 3-6 6-3,3,R16,107,10,3,78,53,44,13,14,3,4,5,1,76,50,37,14,13,1,3
